id_pair,id_premis,premis_text,hypothesis_text,label
119340,11934,"Belakangan ini, Facebook merasakan ada permintaan untuk video real time.",Facebook merasa ada permintaan untuk video real time.,e
119341,11934,"Belakangan ini, Facebook merasakan ada permintaan untuk video real time.",Ada permintaan untuk fitur video real time di Facebook.,e
119342,11934,"Belakangan ini, Facebook merasakan ada permintaan untuk video real time.",Tidak ada permintaan bagi Facebook.,c
119343,11934,"Belakangan ini, Facebook merasakan ada permintaan untuk video real time.",Permintaan video real time sudah ada sejak lama.,c
119344,11934,"Belakangan ini, Facebook merasakan ada permintaan untuk video real time.",Pengguna meminta fitur video real time.,n
119345,11934,"Belakangan ini, Facebook merasakan ada permintaan untuk video real time.",Facebook akan memenuhi permintaan video real time.,n
119350,11935,"""Batuk yang berlangsung terus-menerus dapat membahayakan pasien karena mengganggu napas, aktivitas sosial, dan tidur sehingga menurunkan kualitas hidup,"" ujar dr. Helmin.",Batuk yang terus menerus mengganggu napas.,e
119351,11935,"""Batuk yang berlangsung terus-menerus dapat membahayakan pasien karena mengganggu napas, aktivitas sosial, dan tidur sehingga menurunkan kualitas hidup,"" ujar dr. Helmin.",Dr Helmin berkata bahwa batuk terus menerus dapat menurunkan kualitas hidup.,e
119355,11935,"""Batuk yang berlangsung terus-menerus dapat membahayakan pasien karena mengganggu napas, aktivitas sosial, dan tidur sehingga menurunkan kualitas hidup,"" ujar dr. Helmin.",Kurang tidur dapat menurunkan kualitas hidup.,n
119360,11936,"India sendiri kini memiliki 31.324 kasus positif virus Corona, dengan 1.008 kasus kematian menurut data dari Research Center Johns Hopkins University, Rabu (29/4/2020).",Kasus positif Corona di India lebih banyak daripada kasus kematian.,e
119361,11936,"India sendiri kini memiliki 31.324 kasus positif virus Corona, dengan 1.008 kasus kematian menurut data dari Research Center Johns Hopkins University, Rabu (29/4/2020).",India memiliki lebih dari seribu kasus kematian karena Corona.,e
119362,11936,"India sendiri kini memiliki 31.324 kasus positif virus Corona, dengan 1.008 kasus kematian menurut data dari Research Center Johns Hopkins University, Rabu (29/4/2020).",Tidak ada yang terkena Corona di India.,c
119363,11936,"India sendiri kini memiliki 31.324 kasus positif virus Corona, dengan 1.008 kasus kematian menurut data dari Research Center Johns Hopkins University, Rabu (29/4/2020).",Kasus kematian Corona di India lebih banyak daripada kasus positif.,c
119364,11936,"India sendiri kini memiliki 31.324 kasus positif virus Corona, dengan 1.008 kasus kematian menurut data dari Research Center Johns Hopkins University, Rabu (29/4/2020).",India memiliki sedikit kasus kematian karena Corona.,n
119365,11936,"India sendiri kini memiliki 31.324 kasus positif virus Corona, dengan 1.008 kasus kematian menurut data dari Research Center Johns Hopkins University, Rabu (29/4/2020).",Data Research Center Johns Hopkins University akurat.,n
119370,11937,"Manuskrip tersebut berisi tiga catatan yang menceritakan bagaimana peristiwa jatuhnya meteorit serta laporan kematian akibat kejadian tersebut seperti dilansir dari Science Alert, Sabtu (25/4/2020).",Manuskrip tersebut terdiri atas tiga catatan tentang jatuhnya meteorit.,e
119372,11937,"Manuskrip tersebut berisi tiga catatan yang menceritakan bagaimana peristiwa jatuhnya meteorit serta laporan kematian akibat kejadian tersebut seperti dilansir dari Science Alert, Sabtu (25/4/2020).",Tidak pernah ada meteorit yang jatuh.,c
119374,11937,"Manuskrip tersebut berisi tiga catatan yang menceritakan bagaimana peristiwa jatuhnya meteorit serta laporan kematian akibat kejadian tersebut seperti dilansir dari Science Alert, Sabtu (25/4/2020).",Meteorit yang jatuh dicatat oleh banyak orang.,n
119380,11938,"Lori Cheek dikenal sebagai 'pembenci air', seseorang yang membenci baik rasa air atau sensasi saat air putih masuk ke tenggorokannya.",Lori Cheek membenci sensasi air yang ia minum.,e
119381,11938,"Lori Cheek dikenal sebagai 'pembenci air', seseorang yang membenci baik rasa air atau sensasi saat air putih masuk ke tenggorokannya.",Lori Cheek tidak suka minum air.,e
119382,11938,"Lori Cheek dikenal sebagai 'pembenci air', seseorang yang membenci baik rasa air atau sensasi saat air putih masuk ke tenggorokannya.",Lori Cheek suka rasa air.,c
119383,11938,"Lori Cheek dikenal sebagai 'pembenci air', seseorang yang membenci baik rasa air atau sensasi saat air putih masuk ke tenggorokannya.",Lori Cheek tidak membenci air.,c
119384,11938,"Lori Cheek dikenal sebagai 'pembenci air', seseorang yang membenci baik rasa air atau sensasi saat air putih masuk ke tenggorokannya.",Lori Cheek pasti mengalami dehidrasi.,n
119385,11938,"Lori Cheek dikenal sebagai 'pembenci air', seseorang yang membenci baik rasa air atau sensasi saat air putih masuk ke tenggorokannya.",Lori Cheek tidak sehat.,n
119390,11939,Peluncuran layanan video call terbaru Facebook yang diberi nama Messenger Rooms dianggap beberapa pihak merupakan pesaing serius bagi Zoom.,Messenger Rooms dianggap pesaing Zoom.,e
119391,11939,Peluncuran layanan video call terbaru Facebook yang diberi nama Messenger Rooms dianggap beberapa pihak merupakan pesaing serius bagi Zoom.,Facebook meluncurkan layanan video call baru.,e
119392,11939,Peluncuran layanan video call terbaru Facebook yang diberi nama Messenger Rooms dianggap beberapa pihak merupakan pesaing serius bagi Zoom.,Messenger Rooms bukan berupa layanan video call.,c
119393,11939,Peluncuran layanan video call terbaru Facebook yang diberi nama Messenger Rooms dianggap beberapa pihak merupakan pesaing serius bagi Zoom.,Facebook memberi nama Zoom.,c
119394,11939,Peluncuran layanan video call terbaru Facebook yang diberi nama Messenger Rooms dianggap beberapa pihak merupakan pesaing serius bagi Zoom.,Messenger Rooms memiliki fitur yang sama dengan Zoom.,n
119395,11939,Peluncuran layanan video call terbaru Facebook yang diberi nama Messenger Rooms dianggap beberapa pihak merupakan pesaing serius bagi Zoom.,Zoom merasa tersaingi oleh Messenger Rooms.,n
119400,11940,Penambahan harian kasus baru tersebut tertinggi kedua sejak pasien pertama diumumkan pemerintah RI pada awal Maret lalu.,Pasien pertama diumumkan pada awal Maret lalu.,e
119401,11940,Penambahan harian kasus baru tersebut tertinggi kedua sejak pasien pertama diumumkan pemerintah RI pada awal Maret lalu.,Penambahan harian kasus baru tersebut tertinggi kedua.,e
119402,11940,Penambahan harian kasus baru tersebut tertinggi kedua sejak pasien pertama diumumkan pemerintah RI pada awal Maret lalu.,Penambahan harian kasus baru tersebut tertinggi.,c
119405,11940,Penambahan harian kasus baru tersebut tertinggi kedua sejak pasien pertama diumumkan pemerintah RI pada awal Maret lalu.,Sudah ada banyak pasien sejak awal Maret.,n
119410,11941,Dalgona Coffee bisa jadi merupakan jenis minuman yang paling banyak dibuat selama masa isolasi mandiri dan Work from Home (WFH).,Dalgona Coffee banyak dibuat selama masa WFH.,e
119411,11941,Dalgona Coffee bisa jadi merupakan jenis minuman yang paling banyak dibuat selama masa isolasi mandiri dan Work from Home (WFH).,Dalgona Coffee adalah sejenis minuman.,e
119412,11941,Dalgona Coffee bisa jadi merupakan jenis minuman yang paling banyak dibuat selama masa isolasi mandiri dan Work from Home (WFH).,Tidak ada yang membuat Dalgona Coffee selama masa isolasi.,c
119413,11941,Dalgona Coffee bisa jadi merupakan jenis minuman yang paling banyak dibuat selama masa isolasi mandiri dan Work from Home (WFH).,Dalgona Coffee adalah jenis minuman paling sedikit dibuat.,c
119414,11941,Dalgona Coffee bisa jadi merupakan jenis minuman yang paling banyak dibuat selama masa isolasi mandiri dan Work from Home (WFH).,Dalgona Coffee enak.,n
119415,11941,Dalgona Coffee bisa jadi merupakan jenis minuman yang paling banyak dibuat selama masa isolasi mandiri dan Work from Home (WFH).,Dalgona Coffee adalah jenis minuman paling banyak dibuat.,n
119420,11942,"Saat kita tidak melakukan rehidrasi selama beberapa waktu, tubuh kita bisa mengalami stres secara fisik dan sakit yang tidak kunjung hilang.",Tubuh dapat mengalami stres akibat tidak rehidrasi.,e
119421,11942,"Saat kita tidak melakukan rehidrasi selama beberapa waktu, tubuh kita bisa mengalami stres secara fisik dan sakit yang tidak kunjung hilang.",Tubuh kita butuh rehidrasi.,e
119422,11942,"Saat kita tidak melakukan rehidrasi selama beberapa waktu, tubuh kita bisa mengalami stres secara fisik dan sakit yang tidak kunjung hilang.",Tidak melakukan rehidrasi tidak memiliki akibat.,c
119423,11942,"Saat kita tidak melakukan rehidrasi selama beberapa waktu, tubuh kita bisa mengalami stres secara fisik dan sakit yang tidak kunjung hilang.",Tubuh kita tidak akan mengalami stres fisik meskipun tidak rehidrasi.,c
119424,11942,"Saat kita tidak melakukan rehidrasi selama beberapa waktu, tubuh kita bisa mengalami stres secara fisik dan sakit yang tidak kunjung hilang.",Tubuh kita lemah.,n
119425,11942,"Saat kita tidak melakukan rehidrasi selama beberapa waktu, tubuh kita bisa mengalami stres secara fisik dan sakit yang tidak kunjung hilang.",Rehidrasi butuh dilakukan sesekali.,n
119430,11943,"Percakapan di Rooms memang tidak disandi menyeluruh, akan tetapi Facebook mengklaim tidak akan melihat atau mengupingnya.",Percakapan di Rooms tidak aman.,e
119432,11943,"Percakapan di Rooms memang tidak disandi menyeluruh, akan tetapi Facebook mengklaim tidak akan melihat atau mengupingnya.",Percakapan di Rooms disandi secara menyeluruh.,c
119435,11943,"Percakapan di Rooms memang tidak disandi menyeluruh, akan tetapi Facebook mengklaim tidak akan melihat atau mengupingnya.",Facebook menjamin keamanan percakapan di Rooms.,n
119440,11944,"Seperti namanya, paket internet sahur Telkomsel ini ditujukan bagi pengguna yang menginginkan kuota ekstra, untuk menemani momen sahur sepanjang bulan puasa.",Paket internet sahur Telkomsel memberikan kuota ekstra.,e
119442,11944,"Seperti namanya, paket internet sahur Telkomsel ini ditujukan bagi pengguna yang menginginkan kuota ekstra, untuk menemani momen sahur sepanjang bulan puasa.",Paket internet sahur tidak ditujukan untuk saat sahur.,c
119444,11944,"Seperti namanya, paket internet sahur Telkomsel ini ditujukan bagi pengguna yang menginginkan kuota ekstra, untuk menemani momen sahur sepanjang bulan puasa.",Paket internet sahur sangat berguna.,n
119450,11945,Grab Health bersama Good Doctor memberikan promo spesial untuk pembelian produk-produk kesehatan.,Grab Health memberikan promo spesial.,e
119451,11945,Grab Health bersama Good Doctor memberikan promo spesial untuk pembelian produk-produk kesehatan.,Good Doctor memberikan promo pembelian produk-produk kesehatan.,e
119452,11945,Grab Health bersama Good Doctor memberikan promo spesial untuk pembelian produk-produk kesehatan.,Tidak ada promo khusus dari Grab Health.,c
119453,11945,Grab Health bersama Good Doctor memberikan promo spesial untuk pembelian produk-produk kesehatan.,Promo spesial hanya untuk produk-produk kecantikan.,c
119454,11945,Grab Health bersama Good Doctor memberikan promo spesial untuk pembelian produk-produk kesehatan.,Grab Health memberikan banyak promo spesial.,n
119455,11945,Grab Health bersama Good Doctor memberikan promo spesial untuk pembelian produk-produk kesehatan.,Good Doctor bekerja untuk Grab Health.,n
119462,11946,"Berdasarkan data terbaru yang dirilis Gugus Tugas Percepatan Penanganan Covid-19 pada Selasa sore, 28 April 2020, total jumlah kasus positif corona di Indonesia kini mencapai 9.511 pasien.",Data terbaru dirilis pada selasa malam.,c
119464,11946,"Berdasarkan data terbaru yang dirilis Gugus Tugas Percepatan Penanganan Covid-19 pada Selasa sore, 28 April 2020, total jumlah kasus positif corona di Indonesia kini mencapai 9.511 pasien.",Jumlah kasus positif corona di Indonesia meningkat.,n
119465,11946,"Berdasarkan data terbaru yang dirilis Gugus Tugas Percepatan Penanganan Covid-19 pada Selasa sore, 28 April 2020, total jumlah kasus positif corona di Indonesia kini mencapai 9.511 pasien.",Tidak ada pasien corona di Indonesia yang sembuh.,n
119470,11947,"Saat berpuasa agar tetap fit sepanjang hari walaupun beraktivitas, sebaiknya ketika sahur dan berbuka penyandang diabetes mengonsumsi makanan dengan indeks glikemik yang rendah.",Penderita diabetes hendaknya mengonsumsi makanan dengan indeks glikemik rendah.,e
119471,11947,"Saat berpuasa agar tetap fit sepanjang hari walaupun beraktivitas, sebaiknya ketika sahur dan berbuka penyandang diabetes mengonsumsi makanan dengan indeks glikemik yang rendah.",Penyandang diabetes disarakan mengonsumsi makanan gula rendah ketika sahur.,e
119472,11947,"Saat berpuasa agar tetap fit sepanjang hari walaupun beraktivitas, sebaiknya ketika sahur dan berbuka penyandang diabetes mengonsumsi makanan dengan indeks glikemik yang rendah.",Penyandang diabetes dianjurkan mengonsumsi makanan bergula tinggi.,c
119473,11947,"Saat berpuasa agar tetap fit sepanjang hari walaupun beraktivitas, sebaiknya ketika sahur dan berbuka penyandang diabetes mengonsumsi makanan dengan indeks glikemik yang rendah.",Penyandang diabetes tidak boleh makan.,c
119474,11947,"Saat berpuasa agar tetap fit sepanjang hari walaupun beraktivitas, sebaiknya ketika sahur dan berbuka penyandang diabetes mengonsumsi makanan dengan indeks glikemik yang rendah.",Tidak boleh minum teh manis saat sahur.,n
119475,11947,"Saat berpuasa agar tetap fit sepanjang hari walaupun beraktivitas, sebaiknya ketika sahur dan berbuka penyandang diabetes mengonsumsi makanan dengan indeks glikemik yang rendah.",Minuman manis berbahaya bagi penyandang diabetes.,n
119480,11948,"""Ekosistem pesisir atau vegetasi laut seperti mangrove, rawa air asin, lamun dan makroalga memiliki kemampuan untuk menyerap karbon dioksida atmosfer melalui proses fotosintesis,"" kata Aan dalam keterangan resmi LIPI.",Ekosistem pesisir dapat menyerap karbon dioksida atmosfer.,e
119481,11948,"""Ekosistem pesisir atau vegetasi laut seperti mangrove, rawa air asin, lamun dan makroalga memiliki kemampuan untuk menyerap karbon dioksida atmosfer melalui proses fotosintesis,"" kata Aan dalam keterangan resmi LIPI.",Proses fotosintesis dapat menyerap karbon dioksida.,e
119482,11948,"""Ekosistem pesisir atau vegetasi laut seperti mangrove, rawa air asin, lamun dan makroalga memiliki kemampuan untuk menyerap karbon dioksida atmosfer melalui proses fotosintesis,"" kata Aan dalam keterangan resmi LIPI.",Mangrove tidak dapat menyerap karbon dioksida atmosfer.,c
119483,11948,"""Ekosistem pesisir atau vegetasi laut seperti mangrove, rawa air asin, lamun dan makroalga memiliki kemampuan untuk menyerap karbon dioksida atmosfer melalui proses fotosintesis,"" kata Aan dalam keterangan resmi LIPI.",Makroalga tidak dapat melakukan fotosintesis.,c
119484,11948,"""Ekosistem pesisir atau vegetasi laut seperti mangrove, rawa air asin, lamun dan makroalga memiliki kemampuan untuk menyerap karbon dioksida atmosfer melalui proses fotosintesis,"" kata Aan dalam keterangan resmi LIPI.",Proses fotosintesis dapat menghasilkan oksigen.,n
119485,11948,"""Ekosistem pesisir atau vegetasi laut seperti mangrove, rawa air asin, lamun dan makroalga memiliki kemampuan untuk menyerap karbon dioksida atmosfer melalui proses fotosintesis,"" kata Aan dalam keterangan resmi LIPI.",Ekosistem pesisir sangat dibutuhkan.,n
119491,11949,"Xiaomi rencananya akan meluncurkan tahap pertama pembaruan MIUI 12 pada akhir Juni 2020, sedangkan tahap kedua dan ketiga masih belum diketahui jadwalnya.",Xiaomi belum menjadwalkan peluncuran tahap ketiga.,e
119494,11949,"Xiaomi rencananya akan meluncurkan tahap pertama pembaruan MIUI 12 pada akhir Juni 2020, sedangkan tahap kedua dan ketiga masih belum diketahui jadwalnya.",Xiaomi merencanakan tiga tahap peluncuran saja.,n
119495,11949,"Xiaomi rencananya akan meluncurkan tahap pertama pembaruan MIUI 12 pada akhir Juni 2020, sedangkan tahap kedua dan ketiga masih belum diketahui jadwalnya.",Peluncuran tahap pertama pembaruan MIUI 12 berjalan sesuai jadwal.,n
119500,11950,"""Perannya aplikasi seller ini sangat penting mengingat Tokopedia saat ini menjadi rumah untuk 7,8 juta penjual dan lebih dari setengahnya me-manage bisnisnya dari aplikasi,"" kata AVP of Product Tokopedia, Priscilla Anais dalam wawancara virtual, Senin (27/4/2020).","Tokopedia menjadi rumah untuk 7,8 juta penjual.",e
119501,11950,"""Perannya aplikasi seller ini sangat penting mengingat Tokopedia saat ini menjadi rumah untuk 7,8 juta penjual dan lebih dari setengahnya me-manage bisnisnya dari aplikasi,"" kata AVP of Product Tokopedia, Priscilla Anais dalam wawancara virtual, Senin (27/4/2020).",Lebih dari 3 juta penjual me-manage bisnisnya dari aplikasi.,e
119502,11950,"""Perannya aplikasi seller ini sangat penting mengingat Tokopedia saat ini menjadi rumah untuk 7,8 juta penjual dan lebih dari setengahnya me-manage bisnisnya dari aplikasi,"" kata AVP of Product Tokopedia, Priscilla Anais dalam wawancara virtual, Senin (27/4/2020).",Aplikasi Tokopedia dianggap tidak penting.,c
119503,11950,"""Perannya aplikasi seller ini sangat penting mengingat Tokopedia saat ini menjadi rumah untuk 7,8 juta penjual dan lebih dari setengahnya me-manage bisnisnya dari aplikasi,"" kata AVP of Product Tokopedia, Priscilla Anais dalam wawancara virtual, Senin (27/4/2020).",8 juta penjual me-manage bisnisnya dari aplikasi seller Tokopedia.,c
119504,11950,"""Perannya aplikasi seller ini sangat penting mengingat Tokopedia saat ini menjadi rumah untuk 7,8 juta penjual dan lebih dari setengahnya me-manage bisnisnya dari aplikasi,"" kata AVP of Product Tokopedia, Priscilla Anais dalam wawancara virtual, Senin (27/4/2020).",Aplikasi seller Tokopedia hanya untuk penjual.,n
119505,11950,"""Perannya aplikasi seller ini sangat penting mengingat Tokopedia saat ini menjadi rumah untuk 7,8 juta penjual dan lebih dari setengahnya me-manage bisnisnya dari aplikasi,"" kata AVP of Product Tokopedia, Priscilla Anais dalam wawancara virtual, Senin (27/4/2020).",Aplikasi seller ini sangat menguntungkan Tokopedia.,n
119511,11951,Instagram sebelumnya telah memiliki fitur donasi lewat stiker yang tersedia di Instagram Stories sejak Mei 2019.,Fitur donasi Instagram sudah ada sejak Mei 2019.,e
119514,11951,Instagram sebelumnya telah memiliki fitur donasi lewat stiker yang tersedia di Instagram Stories sejak Mei 2019.,Fitur donasi Instagram sangat terkenal.,n
119515,11951,Instagram sebelumnya telah memiliki fitur donasi lewat stiker yang tersedia di Instagram Stories sejak Mei 2019.,Fitur donasi Instagram hanya ada di Instagram Stories.,n
119520,11952,Pengiriman cashback saldo OVO nantinya akan langsung dilakukan ke nomor ponsel yang terdaftar di aplikasi Grab.,Pengiriman cashback saldo OVO akan dikirim ke nomor ponsel yang terdaftar di aplikasi Grab.,e
119521,11952,Pengiriman cashback saldo OVO nantinya akan langsung dilakukan ke nomor ponsel yang terdaftar di aplikasi Grab.,Cashback saldo OVO dapat dikirim.,e
119522,11952,Pengiriman cashback saldo OVO nantinya akan langsung dilakukan ke nomor ponsel yang terdaftar di aplikasi Grab.,Aplikasi Grab tidak mendaftarkan nomor ponsel.,c
119523,11952,Pengiriman cashback saldo OVO nantinya akan langsung dilakukan ke nomor ponsel yang terdaftar di aplikasi Grab.,OVO tidak memiliki fitur pengiriman cashback saldo.,c
119524,11952,Pengiriman cashback saldo OVO nantinya akan langsung dilakukan ke nomor ponsel yang terdaftar di aplikasi Grab.,Pengiriman cashback saldo OVO sangat mudah.,n
119525,11952,Pengiriman cashback saldo OVO nantinya akan langsung dilakukan ke nomor ponsel yang terdaftar di aplikasi Grab.,Grab bekerja sama dengan OVO.,n
119530,11953,"Dr. Helmin mengatakan, batuk yang terjadi kapan saja apabila tidak ditangani dapat menyebabkan penyakit serius sehingga perlu dikenali penyebabnya untuk dapat mengetahui pencegahan dan pengobatannya.",Batuk dapat menyebabkan penyakit serius.,e
119531,11953,"Dr. Helmin mengatakan, batuk yang terjadi kapan saja apabila tidak ditangani dapat menyebabkan penyakit serius sehingga perlu dikenali penyebabnya untuk dapat mengetahui pencegahan dan pengobatannya.",Perlu dikenali penyebab batuk untuk dapat mengetahui pencegahan dan pengobatannya.,e
119533,11953,"Dr. Helmin mengatakan, batuk yang terjadi kapan saja apabila tidak ditangani dapat menyebabkan penyakit serius sehingga perlu dikenali penyebabnya untuk dapat mengetahui pencegahan dan pengobatannya.",Batuk tidak perlu dikenali penyebabnya.,c
119540,11954,"Selain itu, keberadaan penyakit penyerta (komorbiditas), seperti hipertensi, diabetes, jantung dan paru-paru turut memperburuk kondisi pasien hingga mereka meninggal.",Keberadaan komorbiditas memperburuk kondisi pasien.,e
119541,11954,"Selain itu, keberadaan penyakit penyerta (komorbiditas), seperti hipertensi, diabetes, jantung dan paru-paru turut memperburuk kondisi pasien hingga mereka meninggal.",Penyakit penyerta dapat membuat pasien meninggal.,e
119542,11954,"Selain itu, keberadaan penyakit penyerta (komorbiditas), seperti hipertensi, diabetes, jantung dan paru-paru turut memperburuk kondisi pasien hingga mereka meninggal.",Penyakit penyerta tidak mengubah kondisi pasien.,c
119543,11954,"Selain itu, keberadaan penyakit penyerta (komorbiditas), seperti hipertensi, diabetes, jantung dan paru-paru turut memperburuk kondisi pasien hingga mereka meninggal.",Komorbiditas tidak dapat membuat pasien meninggal.,c
119544,11954,"Selain itu, keberadaan penyakit penyerta (komorbiditas), seperti hipertensi, diabetes, jantung dan paru-paru turut memperburuk kondisi pasien hingga mereka meninggal.",Kondisi pasien tidak mungkin membaik.,n
119545,11954,"Selain itu, keberadaan penyakit penyerta (komorbiditas), seperti hipertensi, diabetes, jantung dan paru-paru turut memperburuk kondisi pasien hingga mereka meninggal.",Sudah ada pasien yang meninggal karena penyakit penyerta.,n
119553,11955,Korea Utara dan Amerika Serikat sempat terlibat konfik antarnegara yang tegang. Salah satu contohnya terjadi pada 15 April 1969.,Amerika Serikat selalu damai dengan Korea Utara.,c
119554,11955,Korea Utara dan Amerika Serikat sempat terlibat konfik antarnegara yang tegang. Salah satu contohnya terjadi pada 15 April 1969.,Korea Utara tidak terlibat konflik sekarang.,n
119555,11955,Korea Utara dan Amerika Serikat sempat terlibat konfik antarnegara yang tegang. Salah satu contohnya terjadi pada 15 April 1969.,Amerika Serikat damai dengan Korea Utara sekarang.,n
119560,11956,"Hutan di Asia Tenggara memiliki hasil-hasil hutan yang beraneka ragam mulai dari kayu, rotan, getah, bahan obat, dan masih banyak lainnya. Bahkan beragam flora dan fauna tinggal di sana.",Banyak jenis tumbuhan dan hewan di hutan Asia Tenggara.,e
119561,11956,"Hutan di Asia Tenggara memiliki hasil-hasil hutan yang beraneka ragam mulai dari kayu, rotan, getah, bahan obat, dan masih banyak lainnya. Bahkan beragam flora dan fauna tinggal di sana.",Bahan obat adalah salah satu hasil-hasil hutan Asia Tenggara.,e
119565,11956,"Hutan di Asia Tenggara memiliki hasil-hasil hutan yang beraneka ragam mulai dari kayu, rotan, getah, bahan obat, dan masih banyak lainnya. Bahkan beragam flora dan fauna tinggal di sana.",Hutan Asia Tenggara memiliki hasil-hasil hutan dalam jumlah besar.,n
119572,11957,"Syahrir mendirikan Partai Sosialis Indonesia pada tahun 1948. Ia meninggal dalam pengasingan sebagai tawanan politik dan dimakamkan di TMP Kalibata, Jakarta.",Syahrir dimakamkan di luar Jakarta.,c
119574,11957,"Syahrir mendirikan Partai Sosialis Indonesia pada tahun 1948. Ia meninggal dalam pengasingan sebagai tawanan politik dan dimakamkan di TMP Kalibata, Jakarta.",Syahrir adalah seorang sosialis.,n
119575,11957,"Syahrir mendirikan Partai Sosialis Indonesia pada tahun 1948. Ia meninggal dalam pengasingan sebagai tawanan politik dan dimakamkan di TMP Kalibata, Jakarta.",Syahrir adalah pahlawan Indonesia.,n
119580,11958,"Bagi manusia abad pertengahan, Aristoteles tidak saja dianggap sebagai sumber yang otoritatif terhadap logika dan metafisika, melainkan juga dianggap sebagai sumber utama dari ilmu pengetahuan, atau ""the master of those who know"". Sejarah mencatat bahwa Aristoteles meninggal dunia pada 7 Maret 322 SM.",Aristoteles dianggap sebagai submer otoritatif.,e
119582,11958,"Bagi manusia abad pertengahan, Aristoteles tidak saja dianggap sebagai sumber yang otoritatif terhadap logika dan metafisika, melainkan juga dianggap sebagai sumber utama dari ilmu pengetahuan, atau ""the master of those who know"". Sejarah mencatat bahwa Aristoteles meninggal dunia pada 7 Maret 322 SM.",Aristoteles tidak dipandang sebagai sumber metafisika.,c
119585,11958,"Bagi manusia abad pertengahan, Aristoteles tidak saja dianggap sebagai sumber yang otoritatif terhadap logika dan metafisika, melainkan juga dianggap sebagai sumber utama dari ilmu pengetahuan, atau ""the master of those who know"". Sejarah mencatat bahwa Aristoteles meninggal dunia pada 7 Maret 322 SM.",Aristoteles hidup pada abad pertengahan.,n
119590,11959,"Otoritas Korut menembak jatuh pesawat dari Amerika Serikat di Laut Jepang. Akibat kejadian itu, 31 penumpang meninggal dunia.",31 penumpang pesawat Amerika Serikat meninggal dunia.,e
119591,11959,"Otoritas Korut menembak jatuh pesawat dari Amerika Serikat di Laut Jepang. Akibat kejadian itu, 31 penumpang meninggal dunia.",Korut menembak pesawat di Laut Jepang.,e
119592,11959,"Otoritas Korut menembak jatuh pesawat dari Amerika Serikat di Laut Jepang. Akibat kejadian itu, 31 penumpang meninggal dunia.",Pesawat yang ditembak otoritas Korut tidak jatuh.,c
119593,11959,"Otoritas Korut menembak jatuh pesawat dari Amerika Serikat di Laut Jepang. Akibat kejadian itu, 31 penumpang meninggal dunia.",Tidak ada korban meninggal dunia dari kejadian itu.,c
119600,11960,Bom Bandar Udara Soekarno-Hatta adalah peristiwa ledakan pada 27 April 2003. Bom meledak di Terminal II-F dekat restoran cepat saji KFC sekira pukul 6.45 WIB.,Bom meledak dekat KFC.,e
119602,11960,Bom Bandar Udara Soekarno-Hatta adalah peristiwa ledakan pada 27 April 2003. Bom meledak di Terminal II-F dekat restoran cepat saji KFC sekira pukul 6.45 WIB.,Bom meledak jauh dari restoran cepat saji.,c
119603,11960,Bom Bandar Udara Soekarno-Hatta adalah peristiwa ledakan pada 27 April 2003. Bom meledak di Terminal II-F dekat restoran cepat saji KFC sekira pukul 6.45 WIB.,Tidak ada bom di Bandar Udara Soekarno-Hatta.,c
119605,11960,Bom Bandar Udara Soekarno-Hatta adalah peristiwa ledakan pada 27 April 2003. Bom meledak di Terminal II-F dekat restoran cepat saji KFC sekira pukul 6.45 WIB.,KFC menjadi korban ledakan bom Bandar Udara Soekarno-Hatta.,n
119610,11961,Globe Hunt-Lenox menjadi globe paling tua yang menggambarkan kondisi dunia baru. Sampai saat ini globe menjadi cukup populer dan banyak ditemukan baik di dunia pendidikan maupun perkantoran.,Globe Hunt-Lenox menggambarkan kondisi dunia baru.,e
119613,11961,Globe Hunt-Lenox menjadi globe paling tua yang menggambarkan kondisi dunia baru. Sampai saat ini globe menjadi cukup populer dan banyak ditemukan baik di dunia pendidikan maupun perkantoran.,Globe tidak terkenal di dunia pendidikan.,c
119615,11961,Globe Hunt-Lenox menjadi globe paling tua yang menggambarkan kondisi dunia baru. Sampai saat ini globe menjadi cukup populer dan banyak ditemukan baik di dunia pendidikan maupun perkantoran.,Globe Hunt-Lenox masih menggambarkan kondisi dunia baru sampai saat ini.,n
119622,11962,"Setelah melalui perjuangan panjang PDRI hingga akhirnya Belanda pun terjepit karena agregasi besar-besaran yang diluncurkan Indonesia hingga dunia internasional mengecam Belanda, akhirnya dilakukanlah perundingan bersama Soekarno-Hatta yang dinamakan perjanjian Reom-Royen. Setelah perjanjian itu disepakati, Sjafruddi menyerahkan kembali mandatnya kepada Presiden Soekarno pada 13 Juli 1949 di Yogyakarta.",Perjuangan PDRI sangat singkat.,c
119624,11962,"Setelah melalui perjuangan panjang PDRI hingga akhirnya Belanda pun terjepit karena agregasi besar-besaran yang diluncurkan Indonesia hingga dunia internasional mengecam Belanda, akhirnya dilakukanlah perundingan bersama Soekarno-Hatta yang dinamakan perjanjian Reom-Royen. Setelah perjanjian itu disepakati, Sjafruddi menyerahkan kembali mandatnya kepada Presiden Soekarno pada 13 Juli 1949 di Yogyakarta.",Perundingan bersama Soekarno-Hatta berjalan lancar.,n
