premises_text	Premises_text	hypothesis_text	Hipotesis_teks	id_pair	id_premis	label
U.S. reconnaissance aircraft found the Japanese fleet approaching and alerted the Allied command headquarters.	Pesawat pengintai Amerika Serikat menemukan armada Jepang mendekat dan memperingatkan markas komando Sekutu.	The Japanese fleet is approaching by sea.	Armada Jepang mendekat melalui laut.	117903	11790	n
U.S. reconnaissance aircraft found the Japanese fleet approaching and alerted the Allied command headquarters.	Pesawat pengintai Amerika Serikat menemukan armada Jepang mendekat dan memperingatkan markas komando Sekutu.	The allied command headquarters got nothing from U.S. surveillance aircraft.	Markas besar komando sekutu tidak mendapat apa-apa dari pesawat pengintai AS.	117905	11790	c
It's unpopular because of its frequent locations inland without road access.	Ini tidak populer karena lokasinya yang sering di pedalaman tanpa akses jalan.	Its location is inland with no road access.	Lokasinya di pedalaman tanpa akses jalan.	117910	11791	e
It's unpopular because of its frequent locations inland without road access.	Ini tidak populer karena lokasinya yang sering di pedalaman tanpa akses jalan.	The location made it less famous.	Lokasinya membuatnya kurang terkenal.	117911	11791	e
It's unpopular because of its frequent locations inland without road access.	Ini tidak populer karena lokasinya yang sering di pedalaman tanpa akses jalan.	There are inland tribes guarding road access.	Ada suku pedalaman yang menjaga akses jalan.	117913	11791	n
There is a red thread that can be drawn here between the match and our daily lives.	Ada benang merah yang bisa ditarik di sini antara pertandingan dan kehidupan kita sehari-hari.	There are similarities between matches and everyday life.	Ada kesamaan antara pertandingan dan kehidupan sehari-hari.	117920	11792	e
There is a red thread that can be drawn here between the match and our daily lives.	Ada benang merah yang bisa ditarik di sini antara pertandingan dan kehidupan kita sehari-hari.	Matches and everyday life have the same thing.	Pertandingan dan kehidupan sehari-hari memiliki hal yang sama.	117921	11792	e
There is a red thread that can be drawn here between the match and our daily lives.	Ada benang merah yang bisa ditarik di sini antara pertandingan dan kehidupan kita sehari-hari.	Red threads can be drawn at games.	Benang merah dapat ditarik pada permainan.	117922	11792	n
There is a red thread that can be drawn here between the match and our daily lives.	Ada benang merah yang bisa ditarik di sini antara pertandingan dan kehidupan kita sehari-hari.	Our daily lives are full of red threads.	Kehidupan kita sehari-hari penuh dengan benang merah.	117923	11792	n
There is a red thread that can be drawn here between the match and our daily lives.	Ada benang merah yang bisa ditarik di sini antara pertandingan dan kehidupan kita sehari-hari.	No lessons can be drawn from matches in everyday life.	Tidak ada pelajaran yang dapat diambil dari pertandingan dalam kehidupan sehari-hari.	117924	11792	c
There is a red thread that can be drawn here between the match and our daily lives.	Ada benang merah yang bisa ditarik di sini antara pertandingan dan kehidupan kita sehari-hari.	Matches and everyday life are entirely different.	Pertandingan dan kehidupan sehari-hari sama sekali berbeda.	117925	11792	c
This expression applies in favor of maintaining dignity, rights and self-esteem as a Madurese.	Ungkapan ini berlaku demi menjaga martabat, hak dan harga diri sebagai orang Madura.	This expression preserves self-esteem as a Madurese.	Ungkapan ini menjaga harga diri sebagai orang Madura.	117930	11793	e
This expression applies in favor of maintaining dignity, rights and self-esteem as a Madurese.	Ungkapan ini berlaku demi menjaga martabat, hak dan harga diri sebagai orang Madura.	Madurese like to eat high-value martagues.	Orang Madura suka makan martagues yang bernilai tinggi.	117933	11793	n
This expression applies in favor of maintaining dignity, rights and self-esteem as a Madurese.	Ungkapan ini berlaku demi menjaga martabat, hak dan harga diri sebagai orang Madura.	The dignity of the Madurese cannot be maintained only by an expression.	Kemarahan orang Madura tidak dapat dipertahankan hanya dengan sebuah ungkapan.	117935	11793	c
In 2000, he moved to Europe and followed Italian Formula Renault and European Formula Renault.	Pada tahun 2000, ia pindah ke Eropa dan mengikuti Formula Renault Italia dan Formula Renault Eropa.	He competed in the Italian Formula Renault.	Ia berkompetisi di Formula Renault Italia.	117941	11794	e
In 2000, he moved to Europe and followed Italian Formula Renault and European Formula Renault.	Pada tahun 2000, ia pindah ke Eropa dan mengikuti Formula Renault Italia dan Formula Renault Eropa.	He was a good driver.	Dia sopir yang baik.	117942	11794	n
In 2000, he moved to Europe and followed Italian Formula Renault and European Formula Renault.	Pada tahun 2000, ia pindah ke Eropa dan mengikuti Formula Renault Italia dan Formula Renault Eropa.	The year 2000 was the turning point of his life.	Tahun 2000 adalah titik balik hidupnya.	117943	11794	n
In 2000, he moved to Europe and followed Italian Formula Renault and European Formula Renault.	Pada tahun 2000, ia pindah ke Eropa dan mengikuti Formula Renault Italia dan Formula Renault Eropa.	He never entered Formula Renault Europe.	Dia tidak pernah masuk Formula Renault Eropa.	117945	11794	c
Moro'ö is a subdistrict in West Nias Regency, North Sumatra, Indonesia.	Moro'ö adalah sebuah kecamatan di Kabupaten Nias Barat, Sumatera Utara, Indonesia.	Moro'ö is the name of the subdistrict.	Moro'ö adalah nama kecamatan.	117950	11795	e
Moro'ö is a subdistrict in West Nias Regency, North Sumatra, Indonesia.	Moro'ö adalah sebuah kecamatan di Kabupaten Nias Barat, Sumatera Utara, Indonesia.	North Sumatra has a subdistrict called Moro'ö.	Sumatera Utara memiliki sebuah kecamatan bernama Moro'ö.	117951	11795	e
Moro'ö is a subdistrict in West Nias Regency, North Sumatra, Indonesia.	Moro'ö adalah sebuah kecamatan di Kabupaten Nias Barat, Sumatera Utara, Indonesia.	Moro'ö has a unique culture.	Moro'ö memiliki budaya yang unik.	117952	11795	n
Moro'ö is a subdistrict in West Nias Regency, North Sumatra, Indonesia.	Moro'ö adalah sebuah kecamatan di Kabupaten Nias Barat, Sumatera Utara, Indonesia.	Moro'ö is located in the interior of Nias.	Moro'ö terletak di pedalaman Nias.	117953	11795	n
Moro'ö is a subdistrict in West Nias Regency, North Sumatra, Indonesia.	Moro'ö adalah sebuah kecamatan di Kabupaten Nias Barat, Sumatera Utara, Indonesia.	Moro'ö is in West Sumatra Province.	Moro'ö berada di Provinsi Sumatera Barat.	117954	11795	c
Moro'ö is a subdistrict in West Nias Regency, North Sumatra, Indonesia.	Moro'ö adalah sebuah kecamatan di Kabupaten Nias Barat, Sumatera Utara, Indonesia.	There is not a single subdistrict in West Nias called Moro'ö.	Tidak ada satu kecamatan pun di Nias Barat yang disebut Moro'ö.	117955	11795	c
Chiang Mai International Airport is the largest in Northern Thailand, serving the Chiang Mai area and its surroundings.	Bandar Udara Internasional Chiang Mai adalah yang terbesar di Thailand Utara, melayani area Chiang Mai dan sekitarnya.	Chiang Mai Airport is a large airport.	Bandara Chiang Mai adalah sebuah bandara besar.	117971	11797	e
Chiang Mai International Airport is the largest in Northern Thailand, serving the Chiang Mai area and its surroundings.	Bandar Udara Internasional Chiang Mai adalah yang terbesar di Thailand Utara, melayani area Chiang Mai dan sekitarnya.	Thailand has many major airports.	Thailand memiliki banyak bandara besar.	117972	11797	n
Chiang Mai International Airport is the largest in Northern Thailand, serving the Chiang Mai area and its surroundings.	Bandar Udara Internasional Chiang Mai adalah yang terbesar di Thailand Utara, melayani area Chiang Mai dan sekitarnya.	Chiang Mai International Airport serves Jakarta and surrounding areas.	Bandara Internasional Chiang Mai melayani wilayah Jakarta dan sekitarnya.	117973	11797	n
My love at Rumah Susun is a popular situation comedy film in Indonesia in 1987.	Cintaku di Rumah Susun adalah sebuah film komedi situasi populer di Indonesia pada 1987.	My love in Styria House is a funny movie.	Cintaku di Styria House adalah film yang lucu.	117980	11798	e
My love at Rumah Susun is a popular situation comedy film in Indonesia in 1987.	Cintaku di Rumah Susun adalah sebuah film komedi situasi populer di Indonesia pada 1987.	A lot of people knew my love film in the house of Christendom in 1987.	Banyak orang tahu film cinta saya di rumah Susunan Kristen pada tahun 1987.	117981	11798	e
My love at Rumah Susun is a popular situation comedy film in Indonesia in 1987.	Cintaku di Rumah Susun adalah sebuah film komedi situasi populer di Indonesia pada 1987.	I love the house.	Aku suka rumahnya.	117982	11798	n
My love at Rumah Susun is a popular situation comedy film in Indonesia in 1987.	Cintaku di Rumah Susun adalah sebuah film komedi situasi populer di Indonesia pada 1987.	The house was famously well known in Indonesia in 1987.	Rumah ini terkenal di Indonesia pada tahun 1987.	117983	11798	n
My love at Rumah Susun is a popular situation comedy film in Indonesia in 1987.	Cintaku di Rumah Susun adalah sebuah film komedi situasi populer di Indonesia pada 1987.	No one knows my love film in the house of Styria.	Tak ada yang tahu film cintaku di rumah Styria.	117984	11798	c
My love at Rumah Susun is a popular situation comedy film in Indonesia in 1987.	Cintaku di Rumah Susun adalah sebuah film komedi situasi populer di Indonesia pada 1987.	Indonesia does not have a situation comedy film.	Indonesia tidak memiliki film komedi situasi.	117985	11798	c
Gaudapa's date of birth is uncertain, there is even a doubt whether Gaudapa ever lived or not.	Tanggal kelahiran Gaudapa tidak pasti, bahkan ada keraguan apakah Gaudapa pernah hidup atau tidak.	Gaudapa doubts his existence.	Gaudapa meragukan keberadaannya.	117990	11799	e
Gaudapa's date of birth is uncertain, there is even a doubt whether Gaudapa ever lived or not.	Tanggal kelahiran Gaudapa tidak pasti, bahkan ada keraguan apakah Gaudapa pernah hidup atau tidak.	Many doubts about Gaudapa's date of birth.	Banyak keraguan tentang tanggal kelahiran Gaudapa.	117991	11799	e
Gaudapa's date of birth is uncertain, there is even a doubt whether Gaudapa ever lived or not.	Tanggal kelahiran Gaudapa tidak pasti, bahkan ada keraguan apakah Gaudapa pernah hidup atau tidak.	Gaudapa has given birth to many great leaders throughout his life.	Gaudapa telah melahirkan banyak pemimpin besar sepanjang hidupnya.	117992	11799	n
Gaudapa's date of birth is uncertain, there is even a doubt whether Gaudapa ever lived or not.	Tanggal kelahiran Gaudapa tidak pasti, bahkan ada keraguan apakah Gaudapa pernah hidup atau tidak.	Gaudapa's doubts made him unsure to move on.	Keraguan Gaudapa membuatnya tidak yakin untuk melanjutkan hidup.	117993	11799	n
Gaudapa's date of birth is uncertain, there is even a doubt whether Gaudapa ever lived or not.	Tanggal kelahiran Gaudapa tidak pasti, bahkan ada keraguan apakah Gaudapa pernah hidup atau tidak.	Everyone agreed to Gaudapa's date of birth.	Semua orang setuju dengan tanggal kelahiran Gaudapa.	117994	11799	c
Gaudapa's date of birth is uncertain, there is even a doubt whether Gaudapa ever lived or not.	Tanggal kelahiran Gaudapa tidak pasti, bahkan ada keraguan apakah Gaudapa pernah hidup atau tidak.	Everyone is convinced that Gaudapa has lived at a time.	Semua orang yakin bahwa Gaudapa telah hidup pada suatu waktu.	117995	11799	c
Portuguese is spoken by 1/3 of the population, especially in Brazil which makes it the official language.	Bahasa Portugis dituturkan oleh 1/3 penduduk, khususnya di Brasil yang menjadikannya sebagai bahasa resmi.	Brazil makes Portuguese an official language.	Brasil menjadikan bahasa Portugis sebagai bahasa resmi.	118001	11800	e
Portuguese is spoken by 1/3 of the population, especially in Brazil which makes it the official language.	Bahasa Portugis dituturkan oleh 1/3 penduduk, khususnya di Brasil yang menjadikannya sebagai bahasa resmi.	Brazil's official language is spoken by 1/3 of the population.	Bahasa resmi Brasil dituturkan oleh 1/3 penduduk.	118004	11800	n
Portuguese is spoken by 1/3 of the population, especially in Brazil which makes it the official language.	Bahasa Portugis dituturkan oleh 1/3 penduduk, khususnya di Brasil yang menjadikannya sebagai bahasa resmi.	Portuguese Brazil is similar to Brazilian.	Brasil Portugis mirip dengan Brasil.	118005	11800	n
We can shift the pattern so that the prefix v is parallel to the suffix of u.	Kita dapat menggeser pola sehingga awalan v sejajar dengan akhiran u.	We can shift the pattern so that the suffix of u parallels the prefix v.	Kita dapat menggeser pola sehingga akhiran u sejajar dengan awalan v.	118011	11801	e
We can shift the pattern so that the prefix v is parallel to the suffix of u.	Kita dapat menggeser pola sehingga awalan v sejajar dengan akhiran u.	We can't shift the pattern.	Kita tidak bisa menggeser polanya.	118012	11801	c
We can shift the pattern so that the prefix v is parallel to the suffix of u.	Kita dapat menggeser pola sehingga awalan v sejajar dengan akhiran u.	Starting v parallels the end of u if we shift pattern.	Mulai v sejajar akhir u jika kita bergeser pola.	118015	11801	n
During the holiday season, more than 100 divers approach the wreck every day.	Selama musim liburan, lebih dari 100 penyelam mendekati bangkai kapal setiap hari.	During the holidays, nearly 200 divers approached the wreck every day.	Selama liburan, hampir 200 penyelam mendekati bangkai kapal setiap hari.	118030	11803	n
During the holiday season, more than 100 divers approach the wreck every day.	Selama musim liburan, lebih dari 100 penyelam mendekati bangkai kapal setiap hari.	Over the holidays, there was an increase in the number of divers at weekends.	Selama liburan, ada peningkatan jumlah penyelam di akhir pekan.	118035	11803	n
Palla symbolized the tomb stone that the Roman soldiers deposed to close the entrance to Jesus' tomb.	Palla melambangkan batu makam yang dijatuhkan tentara Romawi untuk menutup pintu masuk makam Yesus.	The tomb stone was toppled to close the entrance to Jesus' tomb.	Batu makam itu ditodong untuk menutup pintu masuk ke makam Yesus.	118040	11804	e
Palla symbolized the tomb stone that the Roman soldiers deposed to close the entrance to Jesus' tomb.	Palla melambangkan batu makam yang dijatuhkan tentara Romawi untuk menutup pintu masuk makam Yesus.	The tomb stone was toppled to open the entrance to Jesus' tomb.	Batu makam itu ditodong untuk membuka pintu masuk ke makam Yesus.	118042	11804	c
Palla symbolized the tomb stone that the Roman soldiers deposed to close the entrance to Jesus' tomb.	Palla melambangkan batu makam yang dijatuhkan tentara Romawi untuk menutup pintu masuk makam Yesus.	The deposed tomb stone lies next to the entrance to Jesus' tomb.	Batu makam terguling terletak di sebelah pintu masuk makam Yesus.	118045	11804	n
"""Kaliwungu Lor is a village in Ngombol district, Purworejo, Central Java, Indonesia."""	“Kaliwungu Lor adalah sebuah desa di kecamatan Ngombol, Purworejo, Jawa Tengah, Indonesia.”	Ngombol District is located in Purworejo, Central Java, Indonesia.	Kecamatan Ngombol terletak di Purworejo, Jawa Tengah, Indonesia. Kecamatan Ngombol merupakan salah satu kecamatan di Kabupaten Purworejo, Jawa Tengah.	118060	11806	e
"""Kaliwungu Lor is a village in Ngombol district, Purworejo, Central Java, Indonesia."""	“Kaliwungu Lor adalah sebuah desa di kecamatan Ngombol, Purworejo, Jawa Tengah, Indonesia.”	Kaliwungu Lor is one of the villages in Central Java, Indonesia.	Kaliwungu Lor merupakan salah satu desa yang ada di Jawa Tengah, Indonesia. Kaliwungu Lor merupakan salah satu desa yang terletak di Kecamatan Kaliwungu, Jawa Tengah, Indonesia. Desa Kaliwungu Lor merupakan salah satu desa yang berada di Kecamatan Kaliwungu, Jawa Tengah. Desa Kaliwungu Lor terletak di Kecamatan Kaliwungu	118061	11806	e
"""Kaliwungu Lor is a village in Ngombol district, Purworejo, Central Java, Indonesia."""	“Kaliwungu Lor adalah sebuah desa di kecamatan Ngombol, Purworejo, Jawa Tengah, Indonesia.”	Kaliwungu Lor is a village in East Java.	Kaliwungu Lor adalah sebuah desa di Jawa Timur.	118062	11806	c
"""Kaliwungu Lor is a village in Ngombol district, Purworejo, Central Java, Indonesia."""	“Kaliwungu Lor adalah sebuah desa di kecamatan Ngombol, Purworejo, Jawa Tengah, Indonesia.”	Purworejo is located in southern Central Java.	Purworejo terletak di Jawa Tengah bagian selatan. Purworejo merupakan salah satu tempat wisata di Purworejo yang terkenal akan keindahan alamnya.	118065	11806	n
"Ordinary residents often refer to Tu Di Gong, the ""grandfather"", who describes the closeness of relations with the lay community."	"Penduduk biasa sering menyebut Tu Di Gong, ""kakek"", yang menggambarkan kedekatan hubungan dengan masyarakat awam."	"The term ""grandfather"" describes the closeness of relations with the common people."	"Istilah ""kakek"" menggambarkan kedekatan hubungan dengan rakyat jelata."	118071	11807	e
"Ordinary residents often refer to Tu Di Gong, the ""grandfather"", who describes the closeness of relations with the lay community."	"Penduduk biasa sering menyebut Tu Di Gong, ""kakek"", yang menggambarkan kedekatan hubungan dengan masyarakat awam."	Tu Di Gong does not have a specific designation of the population.	Tu Di Gong tidak memiliki sebutan khusus untuk penduduk.	118073	11807	c
"Ordinary residents often refer to Tu Di Gong, the ""grandfather"", who describes the closeness of relations with the lay community."	"Penduduk biasa sering menyebut Tu Di Gong, ""kakek"", yang menggambarkan kedekatan hubungan dengan masyarakat awam."	"Residents simply called Tu Di Gong ""Grandfather""	"Resident hanya disebut Tu Di Gong ""Kakek""	118075	11807	n
He was also a member of the under-17 and under-20 squads for Brazil.	Ia juga menjadi anggota skuat U-17 dan U-20 untuk Brasil.	He was part of two national age ranks that included under-17s and under-20s.	Ia adalah bagian dari dua angkatan usia nasional yang meliputi U-17 dan U-20.	118080	11808	e
He was also a member of the under-17 and under-20 squads for Brazil.	Ia juga menjadi anggota skuat U-17 dan U-20 untuk Brasil.	The under-17 and under-20 teams were prepared for Brazil.	Tim U-17 dan U-20 disiapkan untuk Brasil.	118081	11808	e
He was also a member of the under-17 and under-20 squads for Brazil.	Ia juga menjadi anggota skuat U-17 dan U-20 untuk Brasil.	He trained for the U-17 team.	Dia berlatih untuk tim U-17.	118084	11808	n
He was also a member of the under-17 and under-20 squads for Brazil.	Ia juga menjadi anggota skuat U-17 dan U-20 untuk Brasil.	He was 17 when he joined the national team.	Ia berusia 17 tahun ketika ia bergabung dengan tim nasional.	118085	11808	n
Until all the inhabitants were gathered, God sent down lightning with a loud voice upon them.	Sampai semua penduduk berkumpul, Allah menurunkan petir dengan suara keras ke atas mereka.	The lightning strikes until all the inhabitants are gathered.	Petir menyambar sampai semua penduduk berkumpul.	118090	11809	e
Until all the inhabitants were gathered, God sent down lightning with a loud voice upon them.	Sampai semua penduduk berkumpul, Allah menurunkan petir dengan suara keras ke atas mereka.	Lightning strikes with a slow sound.	Petir menyerang dengan suara lambat.	118092	11809	c
Until all the inhabitants were gathered, God sent down lightning with a loud voice upon them.	Sampai semua penduduk berkumpul, Allah menurunkan petir dengan suara keras ke atas mereka.	The lightning did not strike until all the inhabitants were gathered.	Petir itu tidak menyambar sampai semua penduduk berkumpul.	118093	11809	c
Until all the inhabitants were gathered, God sent down lightning with a loud voice upon them.	Sampai semua penduduk berkumpul, Allah menurunkan petir dengan suara keras ke atas mereka.	Lightning stopped swooping after all the residents were gathered.	Petir berhenti menggerayangi setelah semua penduduk berkumpul.	118094	11809	n
FastNet does not use phone lines in providing internet access, but uses broadband cables.	FastNet tidak menggunakan jalur telepon dalam menyediakan akses internet, tetapi menggunakan kabel broadband.	FastNet uses broadband cables to provide internet access.	FastNet menggunakan kabel broadband untuk memberikan akses internet.	118100	11810	e
FastNet does not use phone lines in providing internet access, but uses broadband cables.	FastNet tidak menggunakan jalur telepon dalam menyediakan akses internet, tetapi menggunakan kabel broadband.	FastNet uses phone lines in providing internet access.	FastNet menggunakan saluran telepon dalam menyediakan akses internet.	118102	11810	c
FastNet does not use phone lines in providing internet access, but uses broadband cables.	FastNet tidak menggunakan jalur telepon dalam menyediakan akses internet, tetapi menggunakan kabel broadband.	Wideband cables are better than phone lines.	Kabel wideband lebih baik dari saluran telepon.	118104	11810	n
FastNet does not use phone lines in providing internet access, but uses broadband cables.	FastNet tidak menggunakan jalur telepon dalam menyediakan akses internet, tetapi menggunakan kabel broadband.	FastNet does not use tools other than broadband in providing internet access.	FastNet tidak menggunakan tools selain broadband dalam memberikan akses internet.	118105	11810	n
The increase in daily passenger volumes also indicated the need for the addition of a current fleet of 20 units.	Peningkatan volume penumpang harian juga mengindikasikan kebutuhan penambahan armada saat ini sebanyak 20 unit.	Daily passenger volumes are on the rise.	Volume penumpang harian sedang naik.	118111	11811	e
The increase in daily passenger volumes also indicated the need for the addition of a current fleet of 20 units.	Peningkatan volume penumpang harian juga mengindikasikan kebutuhan penambahan armada saat ini sebanyak 20 unit.	A fleet of 10 units was needed.	Armada yang terdiri dari 10 unit dibutuhkan.	118112	11811	c
The increase in daily passenger volumes also indicated the need for the addition of a current fleet of 20 units.	Peningkatan volume penumpang harian juga mengindikasikan kebutuhan penambahan armada saat ini sebanyak 20 unit.	Daily passenger volumes have not experienced an increase.	Volume penumpang harian tidak mengalami peningkatan.	118113	11811	c
The increase in daily passenger volumes also indicated the need for the addition of a current fleet of 20 units.	Peningkatan volume penumpang harian juga mengindikasikan kebutuhan penambahan armada saat ini sebanyak 20 unit.	The fleet currently has 20 units.	Armada saat ini memiliki 20 unit.	118114	11811	n
Keo Tengah is a subdistrict in Nagekeo Regency, East Nusa Tenggara, Indonesia.	Keo Tengah adalah sebuah kecamatan di Kabupaten Nagekeo, Nusa Tenggara Timur, Indonesia.	Keo Tengah is the name of the district of Nagekeo Regency.	Keo Tengah adalah nama kecamatan di Kabupaten Nagekeo. Keo Tengah merupakan salah satu kecamatan di Kabupaten Nagekeo. Keo Tengah merupakan salah satu kecamatan di Kabupaten Nagekeo. Keo Tengah merupakan salah satu kecamatan di Kabupaten Nagekeo. Keo Tengah merupakan salah satu kecamatan di Kabupaten Nagekeo.	118120	11812	e
Keo Tengah is a subdistrict in Nagekeo Regency, East Nusa Tenggara, Indonesia.	Keo Tengah adalah sebuah kecamatan di Kabupaten Nagekeo, Nusa Tenggara Timur, Indonesia.	Keo Tengah is not in Nagekeo Regency.	Keo Tengah tidak ada di Kabupaten Nagekeo.	118122	11812	c
Keo Tengah is a subdistrict in Nagekeo Regency, East Nusa Tenggara, Indonesia.	Keo Tengah adalah sebuah kecamatan di Kabupaten Nagekeo, Nusa Tenggara Timur, Indonesia.	It is located in East Nusa Tenggara.	Letaknya di Nusa Tenggara Timur.	118125	11812	n
"""""There will be protests and other things, all of them planned,"" ""revealed opposition to El Mundo."""	“Akan ada protes dan hal-hal lainnya, semuanya direncanakan,” ungkap penentang El Mundo.	The opposition revealed there would be protests already planned.	Pihak oposisi mengungkapkan akan ada protes yang sudah direncanakan.	118130	11813	e
"""""There will be protests and other things, all of them planned,"" ""revealed opposition to El Mundo."""	“Akan ada protes dan hal-hal lainnya, semuanya direncanakan,” ungkap penentang El Mundo.	Protests and other things were already planned.	Protes dan hal-hal lain sudah direncanakan.	118131	11813	e
"""""There will be protests and other things, all of them planned,"" ""revealed opposition to El Mundo."""	“Akan ada protes dan hal-hal lainnya, semuanya direncanakan,” ungkap penentang El Mundo.	Protests and other things have not been planned.	Protes dan hal-hal lain belum direncanakan.	118132	11813	c
Cikande is a village in Saguling district, West Bandung Regency, West Java, Indonesia.	Cikande adalah sebuah desa di kecamatan Saguling, Kabupaten Bandung Barat, Jawa Barat, Indonesia.	It is located in the western part of the area.	Terletak di bagian barat daerah ini.	118140	11814	e
Cikande is a village in Saguling district, West Bandung Regency, West Java, Indonesia.	Cikande adalah sebuah desa di kecamatan Saguling, Kabupaten Bandung Barat, Jawa Barat, Indonesia.	West Java is part of Central Java.	Jawa Barat adalah bagian dari Jawa Tengah.	118143	11814	c
Cikande is a village in Saguling district, West Bandung Regency, West Java, Indonesia.	Cikande adalah sebuah desa di kecamatan Saguling, Kabupaten Bandung Barat, Jawa Barat, Indonesia.	Cikande is the name of the area for the treatment of fractures.	Cikande adalah nama daerah untuk pengobatan patah tulang.	118145	11814	n
His two younger sisters, Veronica and Guendalina, are also currently volleyball athletes.	Kedua adiknya, Veronica dan Guendalina, juga saat ini menjadi atlet voli.	His two younger sisters worked as volleyball athletes.	Kedua adiknya bekerja sebagai atlet voli.	118150	11815	e
His two younger sisters, Veronica and Guendalina, are also currently volleyball athletes.	Kedua adiknya, Veronica dan Guendalina, juga saat ini menjadi atlet voli.	Guendalina is a basketball player.	Guendalina adalah pemain basket.	118152	11815	c
His two younger sisters, Veronica and Guendalina, are also currently volleyball athletes.	Kedua adiknya, Veronica dan Guendalina, juga saat ini menjadi atlet voli.	Veronica and Guendalina are twin sisters.	Veronica dan Guendalina adalah saudara kembar.	118155	11815	n
The closing ceremony began at 20:00 local time (UTC+8) on 24 August 2008.	Acara penutupan dimulai pada pukul 20.00 waktu setempat (UTC+8) tanggal 24 Agustus 2008.	"The closing ceremony began on August 24, 2008."	Acara penutupan dimulai pada 24 Agustus 2008.	118160	11816	e
The closing ceremony began at 20:00 local time (UTC+8) on 24 August 2008.	Acara penutupan dimulai pada pukul 20.00 waktu setempat (UTC+8) tanggal 24 Agustus 2008.	The closing ceremony begins at 20:00 local time (UTC+7).	Upacara penutupan dimulai pada pukul 20.00 waktu setempat (UTC+7).	118163	11816	c
The closing ceremony began at 20:00 local time (UTC+8) on 24 August 2008.	Acara penutupan dimulai pada pukul 20.00 waktu setempat (UTC+8) tanggal 24 Agustus 2008.	The closing ceremony was led by President Jokowi.	Acara penutupan dipimpin oleh Presiden Jokowi.	118164	11816	n
"""Kanigoro is one of the villages in the district of Rembang, Pasuruan Regency, East Java Province, Indonesia."""	“Kanigoro adalah salah satu desa di Kecamatan Rembang, Kabupaten Pasuruan, Provinsi Jawa Timur, Indonesia.”	Kanigoro is one of the villages of East Java.	Kanigoro adalah salah satu desa di Jawa Timur. Kanigoro merupakan salah satu desa di Jawa Timur, tepatnya di Desa Kanigoro, Kecamatan Kanigoro, Kecamatan Kanigoro, Kecamatan Kanigoro.	118170	11817	e
"""Kanigoro is one of the villages in the district of Rembang, Pasuruan Regency, East Java Province, Indonesia."""	“Kanigoro adalah salah satu desa di Kecamatan Rembang, Kabupaten Pasuruan, Provinsi Jawa Timur, Indonesia.”	Kanigoro is located in Central Java.	Kanigoro terletak di Jawa Tengah.	118173	11817	c
"""Kanigoro is one of the villages in the district of Rembang, Pasuruan Regency, East Java Province, Indonesia."""	“Kanigoro adalah salah satu desa di Kecamatan Rembang, Kabupaten Pasuruan, Provinsi Jawa Timur, Indonesia.”	Kanigoro is a village in the mountainous region.	Kanigoro adalah sebuah desa di daerah pegunungan.	118175	11817	n
The circuit is 0.533 mi (8,858 km) long and has an audience capacity of about 160,000 people.	Sirkuit ini memiliki panjang 0,533 mi (8,858 km) dan memiliki kapasitas penonton sekitar 160.000 orang.	The circuit is nearly 1 km long.	Sirkuit ini memiliki panjang hampir 1 km.	118190	11819	e
The circuit is 0.533 mi (8,858 km) long and has an audience capacity of about 160,000 people.	Sirkuit ini memiliki panjang 0,533 mi (8,858 km) dan memiliki kapasitas penonton sekitar 160.000 orang.	The capacity of this circuit audience is no more than 100000 people.	Kapasitas penonton sirkuit ini tidak lebih dari 100000 orang.	118192	11819	c
The circuit is 0.533 mi (8,858 km) long and has an audience capacity of about 160,000 people.	Sirkuit ini memiliki panjang 0,533 mi (8,858 km) dan memiliki kapasitas penonton sekitar 160.000 orang.	The circuit is only 0.6 km long.	Sirkuit ini hanya memiliki panjang 0,6 km.	118193	11819	c
The circuit is 0.533 mi (8,858 km) long and has an audience capacity of about 160,000 people.	Sirkuit ini memiliki panjang 0,533 mi (8,858 km) dan memiliki kapasitas penonton sekitar 160.000 orang.	"It has a length of 0.858 km, with a total of 8 turns to the left and 6 turns."	"Ini memiliki panjang 0.858 km, dengan total 8 belok ke kiri dan 6 belok."	118194	11819	n
This can lead to poverty and a long loss of friendship.	Hal ini dapat menyebabkan kemiskinan dan hilangnya persahabatan yang lama.	A long-standing bond of friendship can be lost due to these circumstances.	Sebuah ikatan persahabatan yang sudah lama ada dapat hilang karena keadaan ini.	118201	11820	e
This can lead to poverty and a long loss of friendship.	Hal ini dapat menyebabkan kemiskinan dan hilangnya persahabatan yang lama.	The bond of friendship can be entwined as a result of these circumstances.	Ikatan persahabatan dapat terjalin sebagai akibat dari keadaan ini.	118203	11820	c
This can lead to poverty and a long loss of friendship.	Hal ini dapat menyebabkan kemiskinan dan hilangnya persahabatan yang lama.	This is due to the negative nature of humans.	Hal ini disebabkan oleh sifat negatif manusia.	118205	11820	n
Tembalang is one of the villages in Tulin Onsoi District, Nunukan Regency, East Kalimantan, Indonesia.	Tembalang adalah salah satu desa yang berada di Kecamatan Tulin Onsoi, Kabupaten Nunukan, Kalimantan Timur, Indonesia.	Tulin Onsoi is located on the island of Borneo.	Tulin Onsoi terletak di pulau Kalimantan.	118211	11821	e
